,산업에너지소비량,지연전류무효전력량,선행전류무효전력량,CO2배출량,지연전류량,선행전류량,부하량구분,측정일
4497,3.24,0.0,18.0,0.0,100.0,17.72,Light_Load,2024-02-16 20:30:00
4498,3.24,0.0,17.96,0.0,100.0,17.75,Light_Load,2024-02-16 20:45:00
4499,3.28,0.0,18.0,0.0,100.0,17.93,Light_Load,2024-02-16 21:00:00
4500,3.2,0.0,18.0,0.0,100.0,17.5,Light_Load,2024-02-16 21:15:00
4501,3.71,0.0,22.54,0.0,100.0,16.24,Light_Load,2024-02-16 21:30:00
4502,4.14,0.0,27.29,0.0,100.0,15.0,Light_Load,2024-02-16 21:45:00
4503,3.89,0.0,24.91,0.0,100.0,15.43,Light_Load,2024-02-16 22:00:00
4504,3.82,1.19,15.98,0.0,95.47,23.25,Light_Load,2024-02-16 22:15:00
4505,3.13,3.71,0.0,0.0,64.48,100.0,Light_Load,2024-02-16 22:30:00
4506,3.13,3.56,0.0,0.0,66.03,100.0,Light_Load,2024-02-16 22:45:00
4507,3.1,3.38,0.0,0.0,67.59,100.0,Light_Load,2024-02-16 23:00:00
4508,3.06,3.24,0.0,0.0,68.66,100.0,Light_Load,2024-02-16 23:15:00
4509,3.1,3.28,0.0,0.0,68.69,100.0,Light_Load,2024-02-16 23:30:00
4510,3.49,4.18,0.0,0.0,64.09,100.0,Light_Load,2024-02-16 23:45:00
4511,3.85,4.82,0.0,0.0,62.41,100.0,Light_Load,2024-02-16 00:00:00
4512,3.17,3.46,0.0,0.0,67.55,100.0,Light_Load,2024-02-17 00:15:00
4513,3.1,3.35,0.0,0.0,67.92,100.0,Light_Load,2024-02-17 00:30:00
4514,3.1,3.46,0.0,0.0,66.73,100.0,Light_Load,2024-02-17 00:45:00
4515,3.67,4.54,0.0,0.0,62.87,100.0,Light_Load,2024-02-17 01:00:00
4516,3.71,4.75,0.0,0.0,61.55,100.0,Light_Load,2024-02-17 01:15:00
4517,3.2,3.78,0.0,0.0,64.61,100.0,Light_Load,2024-02-17 01:30:00
4518,3.13,3.85,0.0,0.0,63.08,100.0,Light_Load,2024-02-17 01:45:00
4519,3.17,3.82,0.0,0.0,63.86,100.0,Light_Load,2024-02-17 02:00:00
4520,3.74,5.29,0.0,0.0,57.73,100.0,Light_Load,2024-02-17 02:15:00
4521,3.74,5.29,0.0,0.0,57.73,100.0,Light_Load,2024-02-17 02:30:00
4522,3.24,4.03,0.0,0.0,62.66,100.0,Light_Load,2024-02-17 02:45:00
4523,3.17,4.1,0.0,0.0,61.17,100.0,Light_Load,2024-02-17 03:00:00
4524,3.17,4.03,0.0,0.0,61.83,100.0,Light_Load,2024-02-17 03:15:00
4525,3.17,4.07,0.0,0.0,61.45,100.0,Light_Load,2024-02-17 03:30:00
4526,3.2,4.07,0.0,0.0,61.81,100.0,Light_Load,2024-02-17 03:45:00
4527,3.24,4.18,0.0,0.0,61.26,100.0,Light_Load,2024-02-17 04:00:00
4528,3.71,5.29,0.0,0.0,57.42,100.0,Light_Load,2024-02-17 04:15:00
4529,4.39,5.87,0.0,0.0,59.89,100.0,Light_Load,2024-02-17 04:30:00
4530,3.82,5.58,0.0,0.0,56.49,100.0,Light_Load,2024-02-17 04:45:00
4531,3.2,4.03,0.0,0.0,62.18,100.0,Light_Load,2024-02-17 05:00:00
4532,3.2,4.0,0.0,0.0,62.47,100.0,Light_Load,2024-02-17 05:15:00
4533,3.17,3.85,0.0,0.0,63.56,100.0,Light_Load,2024-02-17 05:30:00
4534,3.17,3.85,0.0,0.0,63.56,100.0,Light_Load,2024-02-17 05:45:00
4535,3.13,3.82,0.0,0.0,63.38,100.0,Light_Load,2024-02-17 06:00:00
4536,3.13,3.71,0.0,0.0,64.48,100.0,Light_Load,2024-02-17 06:15:00
4537,3.2,3.74,0.0,0.0,65.01,100.0,Light_Load,2024-02-17 06:30:00
4538,3.35,4.1,0.0,0.0,63.27,100.0,Light_Load,2024-02-17 06:45:00
4539,3.85,5.36,0.0,0.0,58.34,100.0,Light_Load,2024-02-17 07:00:00
4540,3.78,5.29,0.0,0.0,58.14,100.0,Light_Load,2024-02-17 07:15:00
4541,3.85,5.29,0.0,0.0,58.84,100.0,Light_Load,2024-02-17 07:30:00
4542,3.17,3.82,0.0,0.0,63.86,100.0,Light_Load,2024-02-17 07:45:00
4543,3.13,3.89,0.0,0.0,62.69,100.0,Light_Load,2024-02-17 08:00:00
4544,3.13,4.03,0.0,0.0,61.34,100.0,Light_Load,2024-02-17 08:15:00
4545,3.17,4.46,0.0,0.0,57.93,100.0,Light_Load,2024-02-17 08:30:00
4546,3.2,4.68,0.14,0.0,56.44,99.9,Light_Load,2024-02-17 08:45:00
4547,3.49,0.0,12.71,0.0,100.0,26.48,Light_Load,2024-02-17 09:00:00
4548,4.03,0.0,23.15,0.0,100.0,17.15,Light_Load,2024-02-17 09:15:00
4549,4.03,0.0,22.39,0.0,100.0,17.71,Light_Load,2024-02-17 09:30:00
4550,3.53,0.0,16.6,0.0,100.0,20.8,Light_Load,2024-02-17 09:45:00
4551,3.49,0.0,16.63,0.0,100.0,20.54,Light_Load,2024-02-17 10:00:00
4552,3.56,0.0,16.63,0.0,100.0,20.93,Light_Load,2024-02-17 10:15:00
4553,3.49,0.0,16.7,0.0,100.0,20.46,Light_Load,2024-02-17 10:30:00
4554,3.49,0.0,16.67,0.0,100.0,20.49,Light_Load,2024-02-17 10:45:00
4555,3.74,0.0,18.94,0.0,100.0,19.37,Light_Load,2024-02-17 11:00:00
4556,4.07,0.0,7.85,0.0,100.0,46.03,Light_Load,2024-02-17 11:15:00
4557,3.31,0.0,4.46,0.0,100.0,59.6,Light_Load,2024-02-17 11:30:00
4558,3.96,0.0,6.52,0.0,100.0,51.91,Light_Load,2024-02-17 11:45:00
4559,3.82,0.0,5.9,0.0,100.0,54.35,Light_Load,2024-02-17 12:00:00
4560,3.49,0.0,12.78,0.0,100.0,26.34,Light_Load,2024-02-17 12:15:00
4561,3.49,0.0,16.45,0.0,100.0,20.75,Light_Load,2024-02-17 12:30:00
4562,3.53,0.0,16.45,0.0,100.0,20.98,Light_Load,2024-02-17 12:45:00
4563,3.56,0.0,16.38,0.0,100.0,21.24,Light_Load,2024-02-17 13:00:00
4564,3.56,0.0,16.52,0.0,100.0,21.07,Light_Load,2024-02-17 13:15:00
4565,3.49,0.0,16.63,0.0,100.0,20.54,Light_Load,2024-02-17 13:30:00
4566,3.49,0.0,16.52,0.0,100.0,20.67,Light_Load,2024-02-17 13:45:00
4567,3.6,0.0,17.6,0.0,100.0,20.04,Light_Load,2024-02-17 14:00:00
4568,4.57,0.0,25.09,0.0,100.0,17.92,Light_Load,2024-02-17 14:15:00
4569,4.79,0.0,23.44,0.0,100.0,20.02,Light_Load,2024-02-17 14:30:00
4570,3.49,0.0,16.42,0.0,100.0,20.79,Light_Load,2024-02-17 14:45:00
4571,3.49,0.0,16.42,0.0,100.0,20.79,Light_Load,2024-02-17 15:00:00
4572,3.53,0.0,16.38,0.0,100.0,21.07,Light_Load,2024-02-17 15:15:00
4573,3.53,0.0,16.27,0.0,100.0,21.2,Light_Load,2024-02-17 15:30:00
4574,3.6,0.0,16.34,0.0,100.0,21.52,Light_Load,2024-02-17 15:45:00
4575,3.53,0.0,16.31,0.0,100.0,21.15,Light_Load,2024-02-17 16:00:00
4576,3.49,0.0,16.42,0.0,100.0,20.79,Light_Load,2024-02-17 16:15:00
4577,3.64,0.0,17.5,0.0,100.0,20.36,Light_Load,2024-02-17 16:30:00
4578,4.21,0.0,25.09,0.0,100.0,16.55,Light_Load,2024-02-17 16:45:00
4579,3.89,0.0,20.63,0.0,100.0,18.53,Light_Load,2024-02-17 17:00:00
4580,3.92,0.0,20.74,0.0,100.0,18.57,Light_Load,2024-02-17 17:15:00
4581,4.18,0.0,23.69,0.0,100.0,17.38,Light_Load,2024-02-17 17:30:00
4582,3.46,0.0,16.63,0.0,100.0,20.37,Light_Load,2024-02-17 17:45:00
4583,3.46,0.0,16.7,0.0,100.0,20.29,Light_Load,2024-02-17 18:00:00
4584,3.31,0.0,5.8,0.0,100.0,49.57,Light_Load,2024-02-17 18:15:00
4585,3.35,0.0,5.11,0.0,100.0,54.83,Light_Load,2024-02-17 18:30:00
4586,3.42,0.0,14.44,0.0,100.0,23.05,Light_Load,2024-02-17 18:45:00
4587,3.85,0.0,21.6,0.0,100.0,17.55,Light_Load,2024-02-17 19:00:00
4588,4.14,0.0,25.45,0.0,100.0,16.06,Light_Load,2024-02-17 19:15:00
4589,3.38,0.0,17.35,0.0,100.0,19.12,Light_Load,2024-02-17 19:30:00
4590,3.46,0.0,17.39,0.0,100.0,19.51,Light_Load,2024-02-17 19:45:00
4591,3.35,0.0,17.35,0.0,100.0,18.96,Light_Load,2024-02-17 20:00:00
4592,3.38,0.0,17.46,0.0,100.0,19.01,Light_Load,2024-02-17 20:15:00
4593,3.92,0.0,22.64,0.0,100.0,17.06,Light_Load,2024-02-17 20:30:00
4594,4.21,0.0,25.31,0.0,100.0,16.41,Light_Load,2024-02-17 20:45:00
4595,3.38,0.0,17.39,0.0,100.0,19.08,Light_Load,2024-02-17 21:00:00
4596,3.6,0.0,19.12,0.0,100.0,18.5,Light_Load,2024-02-17 21:15:00
4597,4.25,0.0,26.21,0.0,100.0,16.01,Light_Load,2024-02-17 21:30:00
4598,3.67,0.0,20.05,0.0,100.0,18.01,Light_Load,2024-02-17 21:45:00
4599,3.38,0.0,17.32,0.0,100.0,19.15,Light_Load,2024-02-17 22:00:00
4600,3.31,1.3,10.12,0.0,93.08,31.09,Light_Load,2024-02-17 22:15:00
4601,3.1,3.56,0.0,0.0,65.67,100.0,Light_Load,2024-02-17 22:30:00
4602,3.1,3.53,0.0,0.0,65.99,100.0,Light_Load,2024-02-17 22:45:00
4603,3.1,3.42,0.0,0.0,67.16,100.0,Light_Load,2024-02-17 23:00:00
4604,3.06,3.24,0.0,0.0,68.66,100.0,Light_Load,2024-02-17 23:15:00
4605,3.06,3.1,0.0,0.0,70.25,100.0,Light_Load,2024-02-17 23:30:00
4606,3.78,4.39,0.0,0.0,65.25,100.0,Light_Load,2024-02-17 23:45:00
4607,4.0,4.68,0.0,0.0,64.97,100.0,Light_Load,2024-02-17 00:00:00
4608,3.6,4.21,0.0,0.0,64.99,100.0,Light_Load,2024-02-18 00:15:00
4609,3.1,3.35,0.0,0.0,67.92,100.0,Light_Load,2024-02-18 00:30:00
4610,3.13,3.56,0.0,0.0,66.03,100.0,Light_Load,2024-02-18 00:45:00
4611,3.17,3.64,0.0,0.0,65.67,100.0,Light_Load,2024-02-18 01:00:00
4612,3.1,3.71,0.0,0.0,64.12,100.0,Light_Load,2024-02-18 01:15:00
4613,3.13,3.71,0.0,0.0,64.48,100.0,Light_Load,2024-02-18 01:30:00
4614,3.13,3.74,0.0,0.0,64.18,100.0,Light_Load,2024-02-18 01:45:00
4615,3.42,4.36,0.0,0.0,61.72,100.0,Light_Load,2024-02-18 02:00:00
4616,3.92,5.47,0.0,0.0,58.25,100.0,Light_Load,2024-02-18 02:15:00
4617,3.17,4.03,0.0,0.0,61.83,100.0,Light_Load,2024-02-18 02:30:00
4618,3.2,3.96,0.0,0.0,62.85,100.0,Light_Load,2024-02-18 02:45:00
4619,3.96,5.36,0.0,0.0,59.42,100.0,Light_Load,2024-02-18 03:00:00
4620,3.28,4.1,0.0,0.0,62.47,100.0,Light_Load,2024-02-18 03:15:00
4621,3.2,3.89,0.0,0.0,63.53,100.0,Light_Load,2024-02-18 03:30:00
4622,3.13,3.85,0.0,0.0,63.08,100.0,Light_Load,2024-02-18 03:45:00
4623,3.13,3.82,0.0,0.0,63.38,100.0,Light_Load,2024-02-18 04:00:00
4624,3.56,4.75,0.0,0.0,59.97,100.0,Light_Load,2024-02-18 04:15:00
4625,3.89,5.47,0.0,0.0,57.95,100.0,Light_Load,2024-02-18 04:30:00
4626,3.17,3.78,0.0,0.0,64.26,100.0,Light_Load,2024-02-18 04:45:00
4627,3.13,3.56,0.0,0.0,66.03,100.0,Light_Load,2024-02-18 05:00:00
4628,3.1,3.49,0.0,0.0,66.41,100.0,Light_Load,2024-02-18 05:15:00
4629,3.1,3.38,0.0,0.0,67.59,100.0,Light_Load,2024-02-18 05:30:00
4630,3.64,4.39,0.0,0.0,63.83,100.0,Light_Load,2024-02-18 05:45:00
4631,3.6,4.18,0.0,0.0,65.26,100.0,Light_Load,2024-02-18 06:00:00
4632,3.06,3.42,0.0,0.0,66.68,100.0,Light_Load,2024-02-18 06:15:00
4633,3.28,3.78,0.0,0.0,65.54,100.0,Light_Load,2024-02-18 06:30:00
4634,3.82,4.82,0.0,0.0,62.11,100.0,Light_Load,2024-02-18 06:45:00
4635,3.35,4.03,0.0,0.0,63.92,100.0,Light_Load,2024-02-18 07:00:00
4636,3.13,3.49,0.0,0.0,66.77,100.0,Light_Load,2024-02-18 07:15:00
4637,3.06,3.6,0.0,0.0,64.76,100.0,Light_Load,2024-02-18 07:30:00
4638,3.1,3.71,0.0,0.0,64.12,100.0,Light_Load,2024-02-18 07:45:00
4639,3.06,3.82,0.0,0.0,62.52,100.0,Light_Load,2024-02-18 08:00:00
4640,3.13,4.07,0.0,0.0,60.96,100.0,Light_Load,2024-02-18 08:15:00
4641,3.2,4.32,0.0,0.0,59.52,100.0,Light_Load,2024-02-18 08:30:00
4642,3.74,5.65,0.32,0.0,55.2,99.64,Light_Load,2024-02-18 08:45:00
4643,4.46,0.0,19.69,0.0,100.0,22.09,Light_Load,2024-02-18 09:00:00
4644,4.03,0.0,23.36,0.0,100.0,17.0,Light_Load,2024-02-18 09:15:00
4645,3.46,0.0,16.92,0.0,100.0,20.03,Light_Load,2024-02-18 09:30:00
4646,3.49,0.0,16.99,0.0,100.0,20.12,Light_Load,2024-02-18 09:45:00
4647,3.53,0.0,16.88,0.0,100.0,20.47,Light_Load,2024-02-18 10:00:00
4648,3.49,0.0,16.92,0.0,100.0,20.2,Light_Load,2024-02-18 10:15:00
4649,3.42,0.0,17.06,0.0,100.0,19.66,Light_Load,2024-02-18 10:30:00
4650,3.42,0.0,17.03,0.0,100.0,19.69,Light_Load,2024-02-18 10:45:00
4651,3.49,0.0,16.96,0.0,100.0,20.16,Light_Load,2024-02-18 11:00:00
4652,3.28,0.0,5.44,0.0,100.0,51.63,Light_Load,2024-02-18 11:15:00
4653,3.78,0.0,6.77,0.0,100.0,48.75,Light_Load,2024-02-18 11:30:00
4654,3.85,0.0,6.95,0.0,100.0,48.46,Light_Load,2024-02-18 11:45:00
4655,3.35,0.0,4.46,0.0,100.0,60.06,Light_Load,2024-02-18 12:00:00
4656,3.85,0.0,16.85,0.0,100.0,22.27,Light_Load,2024-02-18 12:15:00
4657,4.18,0.0,23.26,0.0,100.0,17.69,Light_Load,2024-02-18 12:30:00
4658,3.46,0.0,16.6,0.0,100.0,20.4,Light_Load,2024-02-18 12:45:00
4659,3.49,0.0,16.63,0.0,100.0,20.54,Light_Load,2024-02-18 13:00:00
4660,3.42,0.0,16.7,0.0,100.0,20.06,Light_Load,2024-02-18 13:15:00
4661,3.42,0.0,16.92,0.0,100.0,19.81,Light_Load,2024-02-18 13:30:00
4662,3.46,0.0,16.92,0.0,100.0,20.03,Light_Load,2024-02-18 13:45:00
4663,3.78,0.0,20.84,0.0,100.0,17.85,Light_Load,2024-02-18 14:00:00
4664,4.21,0.0,25.74,0.0,100.0,16.14,Light_Load,2024-02-18 14:15:00
4665,3.49,0.0,17.53,0.0,100.0,19.53,Light_Load,2024-02-18 14:30:00
4666,3.42,0.0,16.74,0.0,100.0,20.02,Light_Load,2024-02-18 14:45:00
4667,3.53,0.0,16.7,0.0,100.0,20.68,Light_Load,2024-02-18 15:00:00
4668,3.46,0.0,16.7,0.0,100.0,20.29,Light_Load,2024-02-18 15:15:00
4669,3.38,0.0,16.85,0.0,100.0,19.67,Light_Load,2024-02-18 15:30:00
4670,4.28,0.0,24.8,0.0,100.0,17.01,Light_Load,2024-02-18 15:45:00
4671,3.92,0.0,21.1,0.0,100.0,18.27,Light_Load,2024-02-18 16:00:00
4672,3.64,0.0,16.13,0.0,100.0,22.01,Light_Load,2024-02-18 16:15:00
4673,3.6,0.0,16.16,0.0,100.0,21.74,Light_Load,2024-02-18 16:30:00
4674,4.28,0.0,24.59,0.0,100.0,17.15,Light_Load,2024-02-18 16:45:00
4675,3.85,0.0,19.66,0.0,100.0,19.22,Light_Load,2024-02-18 17:00:00
4676,3.56,0.0,16.16,0.0,100.0,21.51,Light_Load,2024-02-18 17:15:00
4677,3.6,0.0,16.13,0.0,100.0,21.78,Light_Load,2024-02-18 17:30:00
4678,3.53,0.0,16.24,0.0,100.0,21.24,Light_Load,2024-02-18 17:45:00
4679,3.53,0.0,16.24,0.0,100.0,21.24,Light_Load,2024-02-18 18:00:00
4680,3.42,0.0,5.18,0.0,100.0,55.1,Light_Load,2024-02-18 18:15:00
4681,3.38,0.0,4.28,0.0,100.0,61.98,Light_Load,2024-02-18 18:30:00
4682,3.56,0.0,13.79,0.0,100.0,25.0,Light_Load,2024-02-18 18:45:00
4683,3.71,0.0,18.29,0.0,100.0,19.88,Light_Load,2024-02-18 19:00:00
4684,4.28,0.0,25.31,0.0,100.0,16.67,Light_Load,2024-02-18 19:15:00
4685,4.32,0.0,25.06,0.0,100.0,16.99,Light_Load,2024-02-18 19:30:00
4686,3.85,0.0,20.27,0.0,100.0,18.66,Light_Load,2024-02-18 19:45:00
4687,3.53,0.0,16.74,0.0,100.0,20.63,Light_Load,2024-02-18 20:00:00
4688,3.56,0.0,16.67,0.0,100.0,20.88,Light_Load,2024-02-18 20:15:00
4689,3.53,0.0,16.67,0.0,100.0,20.72,Light_Load,2024-02-18 20:30:00
4690,3.53,0.0,16.56,0.0,100.0,20.85,Light_Load,2024-02-18 20:45:00
4691,3.56,0.0,16.6,0.0,100.0,20.97,Light_Load,2024-02-18 21:00:00
4692,3.56,0.0,16.45,0.0,100.0,21.15,Light_Load,2024-02-18 21:15:00
4693,3.96,0.0,19.94,0.0,100.0,19.48,Light_Load,2024-02-18 21:30:00
4694,4.32,0.0,24.95,0.0,100.0,17.06,Light_Load,2024-02-18 21:45:00
4695,3.64,0.0,17.68,0.0,100.0,20.17,Light_Load,2024-02-18 22:00:00
4696,3.6,2.16,9.54,0.0,85.75,35.31,Light_Load,2024-02-18 22:15:00
4697,4.07,6.84,0.0,0.0,51.14,100.0,Light_Load,2024-02-18 22:30:00
4698,3.31,4.79,0.0,0.0,56.85,100.0,Light_Load,2024-02-18 22:45:00
4699,3.24,4.64,0.0,0.0,57.25,100.0,Light_Load,2024-02-18 23:00:00
4700,3.24,4.43,0.0,0.0,59.03,100.0,Light_Load,2024-02-18 23:15:00
4701,3.17,4.39,0.0,0.0,58.54,100.0,Light_Load,2024-02-18 23:30:00
4702,3.24,4.54,0.0,0.0,58.09,100.0,Light_Load,2024-02-18 23:45:00
4703,3.53,5.4,0.0,0.0,54.72,100.0,Light_Load,2024-02-18 00:00:00
4704,3.96,6.44,0.0,0.0,52.38,100.0,Light_Load,2024-02-19 00:15:00
4705,3.35,5.0,0.0,0.0,55.66,100.0,Light_Load,2024-02-19 00:30:00
4706,3.28,4.86,0.0,0.0,55.94,100.0,Light_Load,2024-02-19 00:45:00
4707,3.28,5.0,0.0,0.0,54.85,100.0,Light_Load,2024-02-19 01:00:00
4708,3.28,5.04,0.0,0.0,54.55,100.0,Light_Load,2024-02-19 01:15:00
4709,3.38,5.15,0.0,0.0,54.87,100.0,Light_Load,2024-02-19 01:30:00
4710,4.07,7.2,0.0,0.0,49.21,100.0,Light_Load,2024-02-19 01:45:00
4711,3.38,5.11,0.0,0.0,55.17,100.0,Light_Load,2024-02-19 02:00:00
4712,3.24,4.93,0.0,0.0,54.92,100.0,Light_Load,2024-02-19 02:15:00
4713,3.56,5.87,0.0,0.0,51.86,100.0,Light_Load,2024-02-19 02:30:00
4714,4.0,7.13,0.0,0.0,48.93,100.0,Light_Load,2024-02-19 02:45:00
4715,3.42,5.47,0.0,0.0,53.01,100.0,Light_Load,2024-02-19 03:00:00
4716,3.28,4.86,0.0,0.0,55.94,100.0,Light_Load,2024-02-19 03:15:00
4717,3.28,4.86,0.0,0.0,55.94,100.0,Light_Load,2024-02-19 03:30:00
4718,3.24,4.75,0.0,0.0,56.35,100.0,Light_Load,2024-02-19 03:45:00
4719,3.31,4.79,0.0,0.0,56.85,100.0,Light_Load,2024-02-19 04:00:00
4720,3.24,4.68,0.0,0.0,56.92,100.0,Light_Load,2024-02-19 04:15:00
4721,3.24,4.5,0.0,0.0,58.43,100.0,Light_Load,2024-02-19 04:30:00
4722,3.6,5.47,0.0,0.0,54.98,100.0,Light_Load,2024-02-19 04:45:00
4723,4.25,6.37,0.0,0.0,55.5,100.0,Light_Load,2024-02-19 05:00:00
4724,3.96,6.34,0.0,0.0,52.98,100.0,Light_Load,2024-02-19 05:15:00
4725,3.28,4.54,0.0,0.0,58.56,100.0,Light_Load,2024-02-19 05:30:00
4726,3.24,4.46,0.0,0.0,58.77,100.0,Light_Load,2024-02-19 05:45:00
4727,3.2,4.39,0.0,0.0,58.9,100.0,Light_Load,2024-02-19 06:00:00
4728,3.2,4.39,0.0,0.0,58.9,100.0,Light_Load,2024-02-19 06:15:00
4729,3.46,4.5,0.0,0.0,60.95,100.0,Light_Load,2024-02-19 06:30:00
4730,3.38,4.54,0.0,0.0,59.72,100.0,Light_Load,2024-02-19 06:45:00
4731,3.35,4.64,0.0,0.0,58.54,100.0,Light_Load,2024-02-19 07:00:00
4732,3.28,4.39,0.0,0.0,59.85,100.0,Light_Load,2024-02-19 07:15:00
4733,5.0,6.01,0.0,0.0,63.96,100.0,Light_Load,2024-02-19 07:30:00
4734,6.12,5.9,0.0,0.0,71.99,100.0,Light_Load,2024-02-19 07:45:00
4735,8.14,5.65,0.0,0.0,82.15,100.0,Light_Load,2024-02-19 08:00:00
4736,37.04,26.71,0.0,0.02,81.11,100.0,Light_Load,2024-02-19 08:15:00
4737,59.0,45.86,0.0,0.03,78.95,100.0,Light_Load,2024-02-19 08:30:00
4738,74.48,58.32,0.0,0.03,78.73,100.0,Light_Load,2024-02-19 08:45:00
4739,66.96,25.67,0.0,0.03,93.37,100.0,Light_Load,2024-02-19 09:00:00
4740,62.1,18.94,0.0,0.03,95.65,100.0,Medium_Load,2024-02-19 09:15:00
4741,76.14,28.69,0.0,0.03,93.58,100.0,Medium_Load,2024-02-19 09:30:00
4742,59.54,16.27,0.0,0.03,96.46,100.0,Medium_Load,2024-02-19 09:45:00
4743,75.28,27.68,0.0,0.03,93.86,100.0,Medium_Load,2024-02-19 10:00:00
4744,54.61,11.48,0.0,0.03,97.86,100.0,Maximum_Load,2024-02-19 10:15:00
4745,76.14,30.46,0.0,0.03,92.85,100.0,Maximum_Load,2024-02-19 10:30:00
4746,64.76,19.91,0.0,0.03,95.58,100.0,Maximum_Load,2024-02-19 10:45:00
4747,67.25,28.01,0.0,0.03,92.31,100.0,Maximum_Load,2024-02-19 11:00:00
4748,76.61,45.58,0.0,0.04,85.94,100.0,Maximum_Load,2024-02-19 11:15:00
4749,61.49,33.84,0.0,0.03,87.61,100.0,Maximum_Load,2024-02-19 11:30:00
4750,89.32,40.32,0.0,0.04,91.14,100.0,Maximum_Load,2024-02-19 11:45:00
4751,58.28,30.28,0.04,0.03,88.74,100.0,Maximum_Load,2024-02-19 12:00:00
4752,6.95,0.0,20.34,0.0,100.0,32.33,Medium_Load,2024-02-19 12:15:00
4753,7.31,0.0,25.67,0.0,100.0,27.39,Medium_Load,2024-02-19 12:30:00
4754,7.34,0.0,25.2,0.0,100.0,27.96,Medium_Load,2024-02-19 12:45:00
4755,8.64,0.0,21.89,0.0,100.0,36.71,Medium_Load,2024-02-19 13:00:00
4756,61.67,22.43,1.73,0.03,93.98,99.96,Medium_Load,2024-02-19 13:15:00
4757,60.3,17.86,0.0,0.03,95.88,100.0,Medium_Load,2024-02-19 13:30:00
4758,53.75,15.8,0.0,0.02,95.94,100.0,Medium_Load,2024-02-19 13:45:00
4759,70.56,28.91,0.0,0.03,92.53,100.0,Medium_Load,2024-02-19 14:00:00
4760,57.64,24.01,0.0,0.03,92.31,100.0,Medium_Load,2024-02-19 14:15:00
4761,58.54,31.18,0.0,0.03,88.26,100.0,Medium_Load,2024-02-19 14:30:00
4762,78.77,43.78,0.0,0.04,87.41,100.0,Medium_Load,2024-02-19 14:45:00
4763,59.51,24.23,0.0,0.03,92.62,100.0,Medium_Load,2024-02-19 15:00:00
4764,58.07,24.12,0.0,0.03,92.35,100.0,Medium_Load,2024-02-19 15:15:00
4765,70.96,32.58,0.0,0.03,90.88,100.0,Medium_Load,2024-02-19 15:30:00
4766,63.5,30.17,0.0,0.03,90.32,100.0,Medium_Load,2024-02-19 15:45:00
4767,63.83,32.47,0.0,0.03,89.13,100.0,Medium_Load,2024-02-19 16:00:00
4768,71.53,35.39,0.0,0.03,89.63,100.0,Medium_Load,2024-02-19 16:15:00
4769,72.61,34.96,0.0,0.03,90.1,100.0,Medium_Load,2024-02-19 16:30:00
4770,82.51,34.06,0.0,0.04,92.43,100.0,Medium_Load,2024-02-19 16:45:00
4771,91.73,34.42,0.0,0.04,93.63,100.0,Medium_Load,2024-02-19 17:00:00
4772,87.19,27.07,0.0,0.04,95.5,100.0,Maximum_Load,2024-02-19 17:15:00
4773,78.73,24.01,0.04,0.04,95.65,100.0,Maximum_Load,2024-02-19 17:30:00
4774,44.78,2.2,1.76,0.02,99.88,99.92,Maximum_Load,2024-02-19 17:45:00
4775,41.83,2.2,1.73,0.02,99.86,99.91,Maximum_Load,2024-02-19 18:00:00
4776,54.76,30.02,0.11,0.03,87.69,100.0,Maximum_Load,2024-02-19 18:15:00
4777,60.7,39.28,0.0,0.03,83.95,100.0,Maximum_Load,2024-02-19 18:30:00
4778,67.97,31.46,0.0,0.03,90.75,100.0,Maximum_Load,2024-02-19 18:45:00
4779,60.84,21.28,0.0,0.03,94.39,100.0,Maximum_Load,2024-02-19 19:00:00
4780,58.18,22.43,0.0,0.03,93.31,100.0,Maximum_Load,2024-02-19 19:15:00
4781,64.87,25.88,0.0,0.03,92.88,100.0,Maximum_Load,2024-02-19 19:30:00
4782,67.61,23.83,0.0,0.03,94.31,100.0,Maximum_Load,2024-02-19 19:45:00
4783,100.98,33.84,0.0,0.05,94.82,100.0,Maximum_Load,2024-02-19 20:00:00
4784,77.8,29.99,0.0,0.04,93.31,100.0,Medium_Load,2024-02-19 20:15:00
4785,55.76,14.58,0.0,0.03,96.75,100.0,Medium_Load,2024-02-19 20:30:00
4786,50.62,13.57,0.07,0.02,96.59,100.0,Medium_Load,2024-02-19 20:45:00
4787,58.93,7.42,0.22,0.03,99.22,100.0,Medium_Load,2024-02-19 21:00:00
4788,69.48,10.94,0.29,0.03,98.78,100.0,Medium_Load,2024-02-19 21:15:00
4789,56.59,6.05,0.9,0.03,99.43,99.99,Medium_Load,2024-02-19 21:30:00
4790,66.96,8.89,1.51,0.03,99.13,99.97,Medium_Load,2024-02-19 21:45:00
4791,73.66,10.26,0.54,0.03,99.04,100.0,Medium_Load,2024-02-19 22:00:00
4792,92.38,28.58,0.0,0.04,95.53,100.0,Maximum_Load,2024-02-19 22:15:00
4793,83.41,44.68,0.0,0.04,88.15,100.0,Maximum_Load,2024-02-19 22:30:00
4794,87.52,44.17,0.0,0.04,89.27,100.0,Maximum_Load,2024-02-19 22:45:00
4795,78.55,40.82,0.0,0.04,88.73,100.0,Maximum_Load,2024-02-19 23:00:00
4796,84.2,43.67,0.0,0.04,88.77,100.0,Light_Load,2024-02-19 23:15:00
4797,84.6,43.02,0.0,0.04,89.14,100.0,Light_Load,2024-02-19 23:30:00
